"timestamp","ip","protocol","port","hostname","asn","geo","region","city","version","clk_wander","clock","error","frequency","jitter","leap","mintc","noise","offset","peer","phase","poll","precision","processor","refid","reftime","rootdelay","rootdispersion","stability","state","stratum","system","tai","tc"
"2014-03-21 02:13:17","76.22.142.205","udp",123,"c-76-22-142-205.hsd1.tn.comcast.net",7922,"US","TENNESSEE","NASHVILLE",4,,"0xD6D61EBD.ECFA8524",,"44.446","0.217",0,,"2.832","-22.776",,,8,"-28","unknown","204.34.198.40","0xD6D61DD7.4FFD86B0","86.342","38.612","0.124",4,2,"UNIX",,
"2014-03-21 02:13:17","123.23.130.233","udp",123,,45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",,,"0xC02EAC3A.0804F5AE","0.00","0.000",,3,,,,0,,4,,,"0.0.0.0","0x00000000.00000000","0.000","0.000",,,16,"cisco",,
"2014-03-21 02:13:17","193.158.193.1","udp",123,,3320,"DE","NORDRHEIN-WESTFALEN","MONCHENGLADBACH",4,,"0xd6d61ebd.dee26717",,"9.881","1.059",0,,"0.987","1.306",,,10,"-10","unknown","194.25.7.190","0xd6d61bd8.6cb9d61c","19.966","61.902","0.016",4,3,"UNIX",,
"2014-03-21 02:13:17","221.112.23.116","udp",123,"221x112x23x116.ap221.ftth.ucom.ne.jp",17506,"JP","TOKYO","TOKYO","ntpd 4.1.0 Thu May 22 08:58:17 KST 2003 (26)",,"0xd6d61ebd.e63f4666",,"105.716","11.049",0,,,"-1.290",,,10,"-7","ppc","61.122.116.184","0xd6d61dd2.15a35d67","9.491","65.488","0.013",4,3,"Linux2.2.13",,
"2014-03-21 02:13:17","62.212.206.130","udp",123,,5522,"LT","VILNIAUS APSKRITIS","VILNIUS",,,"0xD6D61EBD.DBA37B62","0.05","67.900",,0,,,,25406,,7,,,"194.176.32.4","0xD6D61EBB.18177277","3.130","24.860",,,3,"cisco",,
"2014-03-21 02:13:17","115.91.152.25","udp",123,,3786,"KR","SEOUL-T'UKPYOLSI","SEOUL","ntpd 4.1.1c-rc1@1.836 Mon Sep  3 11:11:56 KST 2012 (413)",,"0xd6d69d4d.cf721d53",,"8.881","291.255",0,,,"31.238",,,17,"-18","ppc","203.248.240.140","0xd6bf2df9.26b8b695","153.849","6133.375","1.301",4,3,"Linux2.4.18_mvl30",,
"2014-03-21 02:13:17","106.243.160.182","udp",123,,3786,"KR","SEOUL-T'UKPYOLSI","SEOUL","ntpd 4.1.1c-rc1@1.836 Fri Nov 19 10:37:40 KST 2010 (414)",,"0xd6d69d4f.c3b97bb7",,"-50.695","2295.162",0,,,"-6.555",,,17,"-16","mips","180.225.21.146","0xd6028f4a.76d99cbe","28.662","12188.384","6.990",5,5,"Linux2.4.20_mvl31-bcm95836cpci",,
"2014-03-21 02:13:17","118.186.156.166","udp",123,,23724,"CN","BEIJING","BEIJING",,,,,,,,,,,,,,,,,,,,,,,,,
"2014-03-21 02:13:17","91.191.233.205","udp",123,"vl1407.ar14-24.ekb.ru.mirasystem.net",12668,"RU","SVERDLOVSK","YEKATERINBURG",4,,"0xD6D61EBD.D44C2ADF",,"0.000","0.000",0,,"0.000","0.000",,,9,"-24","unknown","192.168.2.2","0xD6D61E76.28F4AFAD","0.000","0.000","0.000",4,5,"UNIX",,
